id,image_id,category_id,iscrowd,area,bbox0,bbox1,bbox2,bbox3,seg0,seg1,seg2,seg3,seg4,seg5,seg6,seg7
2321,984,4,0,2310,653,371,33,70,653,371,653,441,686,441,686,371
2322,984,2,0,5760,777,369,72,80,777,369,777,449,849,449,849,369
2323,984,2,0,42180,1058,363,190,222,1058,363,1058,585,1248,585,1248,363
2324,984,2,0,12036,890,368,102,118,890,368,890,486,992,486,992,368
2325,984,4,0,7260,890,318,55,132,890,318,890,450,945,450,945,318
2326,985,4,0,7519,670,349,73,103,670,349,670,452,743,452,743,349
2327,985,4,0,6570,929,302,45,146,929,302,929,448,974,448,974,302
2328,985,4,0,14400,1129,275,60,240,1129,275,1129,515,1189,515,1189,275
2329,985,4,0,14350,1179,274,70,205,1179,274,1179,479,1249,479,1249,274
2330,985,2,0,36765,1109,341,171,215,1109,341,1109,556,1280,556,1280,341
2331,985,2,0,12750,912,338,102,125,912,338,912,463,1014,463,1014,338
2332,986,4,0,3306,961,357,38,87,961,357,961,444,999,444,999,357
2333,986,4,0,9563,735,351,73,131,735,351,735,482,808,482,808,351
2334,987,4,0,22869,800,359,121,189,800,359,800,548,921,548,921,359
2335,987,4,0,7821,1043,379,79,99,1043,379,1043,478,1122,478,1122,379
2336,988,4,0,71416,949,350,226,316,949,350,949,666,1175,666,1175,350
2337,989,2,0,4472,722,352,52,86,722,352,722,438,774,438,774,352
2338,990,2,0,13266,845,355,99,134,845,355,845,489,944,489,944,355
2339,990,4,0,7992,855,307,54,148,855,307,855,455,909,455,909,307
2340,991,1,0,3190,795,328,58,55,795,328,795,383,853,383,853,328
2341,992,1,0,18952,217,327,184,103,217,327,217,430,401,430,401,327
2342,992,1,0,4216,821,327,68,62,821,327,821,389,889,389,889,327
2343,993,1,0,28122,142,333,218,129,142,333,142,462,360,462,360,333
2344,993,1,0,5236,844,338,77,68,844,338,844,406,921,406,921,338
2345,994,1,0,7676,887,343,101,76,887,343,887,419,988,419,988,343
2346,994,1,0,46944,37,334,288,163,37,334,37,497,325,497,325,334
2347,995,1,0,8349,909,350,121,69,909,350,909,419,1030,419,1030,350
2348,995,1,0,50310,12,346,215,234,12,346,12,580,227,580,227,346
2349,996,1,0,12635,968,322,133,95,968,322,968,417,1101,417,1101,322
2350,997,1,0,15134,1026,324,161,94,1026,324,1026,418,1187,418,1187,324
2351,998,1,0,25152,1088,313,192,131,1088,313,1088,444,1280,444,1280,313
2352,999,2,0,3234,837,344,42,77,837,344,837,421,879,421,879,344
2353,999,1,0,504,616,338,28,18,616,338,616,356,644,356,644,338
2354,999,4,0,1215,839,327,27,45,839,327,839,372,866,372,866,327
2355,1000,1,0,10270,1201,325,79,130,1201,325,1201,455,1280,455,1280,325
2356,1001,1,0,139194,4,193,418,333,4,193,4,526,422,526,422,193
2357,1002,1,0,120714,2,168,341,354,2,168,2,522,343,522,343,168
2358,1003,1,0,1794,625,348,46,39,625,348,625,387,671,387,671,348
2359,1004,1,0,3016,634,347,58,52,634,347,634,399,692,399,692,347
2360,1005,1,0,3850,651,349,70,55,651,349,651,404,721,404,721,349
2361,1006,1,0,7954,667,335,97,82,667,335,667,417,764,417,764,335
2362,1007,1,0,16416,697,342,152,108,697,342,697,450,849,450,849,342
2363,1008,1,0,68952,779,328,338,204,779,328,779,532,1117,532,1117,328
2364,1009,1,0,960,648,336,32,30,648,336,648,366,680,366,680,336
2365,1010,1,0,1326,643,339,34,39,643,339,643,378,677,378,677,339
2366,1011,1,0,1672,585,339,44,38,585,339,585,377,629,377,629,339
2367,1012,1,0,1848,601,343,44,42,601,343,601,385,645,385,645,343
2368,1012,2,0,851,702,352,23,37,702,352,702,389,725,389,725,352
2369,1013,1,0,3008,607,339,64,47,607,339,607,386,671,386,671,339
2370,1013,2,0,2100,731,352,35,60,731,352,731,412,766,412,766,352
2371,1014,1,0,4608,628,327,72,64,628,327,628,391,700,391,700,327
2372,1014,2,0,3402,797,343,42,81,797,343,797,424,839,424,839,343
2373,1015,1,0,9000,658,324,100,90,658,324,658,414,758,414,758,324
2374,1015,2,0,9246,928,313,67,138,928,313,928,451,995,451,995,313
2375,1016,1,0,28424,696,311,187,152,696,311,696,463,883,463,883,311
2376,1017,1,0,189528,833,254,447,424,833,254,833,678,1280,678,1280,254
2377,1018,1,0,2535,699,340,65,39,699,340,699,379,764,379,764,340
2378,1019,1,0,4424,727,342,79,56,727,342,727,398,806,398,806,342
2379,1020,1,0,5252,751,343,101,52,751,343,751,395,852,395,852,343
2380,1021,1,0,7872,776,345,123,64,776,345,776,409,899,409,899,345
2381,1022,1,0,12236,811,343,161,76,811,343,811,419,972,419,972,343
2382,1023,1,0,17892,855,339,213,84,855,339,855,423,1068,423,1068,339
2383,1024,1,0,28356,919,344,278,102,919,344,919,446,1197,446,1197,344
2384,1025,1,0,28702,1046,341,226,127,1046,341,1046,468,1272,468,1272,341
2385,1026,1,0,2160,630,343,45,48,630,343,630,391,675,391,675,343
2386,1026,1,0,3420,294,354,76,45,294,354,294,399,370,399,370,354
2387,1027,1,0,28458,5,297,153,186,5,297,5,483,158,483,158,297
2388,1028,1,0,2550,634,343,50,51,634,343,634,394,684,394,684,343
2389,1028,1,0,4264,270,355,82,52,270,355,270,407,352,407,352,355
2390,1029,2,0,4080,754,348,51,80,754,348,754,428,805,428,805,348
2391,1029,1,0,3060,710,335,51,60,710,335,710,395,761,395,761,335
2392,1030,1,0,4485,720,328,69,65,720,328,720,393,789,393,789,328
2393,1030,2,0,14214,903,357,103,138,903,357,903,495,1006,495,1006,357
2394,1030,4,0,10744,905,304,68,158,905,304,905,462,973,462,973,304
2395,1031,1,0,5396,748,326,76,71,748,326,748,397,824,397,824,326
2396,1031,1,0,3009,707,325,51,59,707,325,707,384,758,384,758,325
2397,1032,1,0,7600,765,327,95,80,765,327,765,407,860,407,860,327
2398,1032,1,0,3363,716,333,59,57,716,333,716,390,775,390,775,333
2399,1033,1,0,14934,800,314,131,114,800,314,800,428,931,428,931,314
2400,1033,1,0,3904,738,330,61,64,738,330,738,394,799,394,799,330
2401,1033,2,0,2345,716,346,35,67,716,346,716,413,751,413,751,346
2402,1033,1,0,4956,405,354,84,59,405,354,405,413,489,413,489,354
2403,1034,1,0,5032,744,328,68,74,744,328,744,402,812,402,812,328
2404,1034,1,0,27472,844,314,202,136,844,314,844,450,1046,450,1046,314
2405,1034,2,0,5529,791,346,57,97,791,346,791,443,848,443,848,346
2406,1034,2,0,1092,679,361,26,42,679,361,679,403,705,403,705,361
2407,1034,1,0,5580,363,363,93,60,363,363,363,423,456,423,456,363
2408,1035,2,0,1953,720,354,31,63,720,354,720,417,751,417,751,354
2409,1035,1,0,49808,949,299,283,176,949,299,949,475,1232,475,1232,299
2410,1035,1,0,10152,769,325,108,94,769,325,769,419,877,419,877,325
2411,1035,2,0,7412,316,367,109,68,316,367,316,435,425,435,425,367
2412,1035,4,0,2146,478,336,29,74,478,336,478,410,507,410,507,336
2413,1035,2,0,45704,1083,372,197,232,1083,372,1083,604,1280,604,1280,372
2414,1035,4,0,30870,1096,275,126,245,1096,275,1096,520,1222,520,1222,275
2415,1036,4,0,7571,869,308,67,113,869,308,869,421,936,421,936,308
2416,1036,2,0,7326,871,375,74,99,871,375,871,474,945,474,945,375
2417,1036,4,0,20072,0,331,104,193,0,331,0,524,104,524,104,331
2418,1036,2,0,43400,1,423,175,248,1,423,1,671,176,671,176,423
2419,1037,2,0,5376,921,352,56,96,921,352,921,448,977,448,977,352
2420,1037,4,0,3136,926,326,32,98,926,326,926,424,958,424,958,326
2421,1038,1,0,6318,670,325,78,81,670,325,670,406,748,406,748,325
2422,1038,1,0,5544,253,352,88,63,253,352,253,415,341,415,341,352
2423,1039,2,0,121584,871,242,408,298,871,242,871,540,1279,540,1279,242
2424,1040,1,0,114745,1015,248,265,433,1015,248,1015,681,1280,681,1280,248
2425,1041,1,0,197658,863,207,417,474,863,207,863,681,1280,681,1280,207
2426,1042,1,0,216972,788,222,492,441,788,222,788,663,1280,663,1280,222
2427,1043,1,0,188650,717,257,539,350,717,257,717,607,1256,607,1256,257
2428,1044,1,0,106920,676,271,396,270,676,271,676,541,1072,541,1072,271
2429,1045,1,0,70970,659,282,302,235,659,282,659,517,961,517,961,282
2430,1046,4,0,15980,268,323,94,170,268,323,268,493,362,493,362,323
2431,1046,2,0,1998,517,347,37,54,517,347,517,401,554,401,554,347
2432,1046,2,0,16500,267,372,100,165,267,372,267,537,367,537,367,372
2433,1047,2,0,12369,814,363,93,133,814,363,814,496,907,496,907,363
2434,1047,2,0,7725,333,409,75,103,333,409,333,512,408,512,408,409
2435,1047,4,0,7950,826,312,53,150,826,312,826,462,879,462,879,312
2436,1047,4,0,8385,342,341,65,129,342,341,342,470,407,470,407,341
2437,1048,4,0,8976,307,337,68,132,307,337,307,469,375,469,375,337
2438,1048,2,0,11088,299,379,77,144,299,379,299,523,376,523,376,379
2439,1049,4,0,15228,227,343,94,162,227,343,227,505,321,505,321,343
2440,1049,2,0,15805,220,418,109,145,220,418,220,563,329,563,329,418
2441,1050,4,0,28200,144,343,120,235,144,343,144,578,264,578,264,343
2442,1050,1,0,468,491,351,26,18,491,351,491,369,517,369,517,351
2443,1050,2,0,25160,130,441,136,185,130,441,130,626,266,626,266,441
2444,1051,4,0,38778,0,321,138,281,0,321,0,602,138,602,138,321
2445,1051,2,0,34506,0,456,142,243,0,456,0,699,142,699,142,456
2446,1051,1,0,338,483,350,26,13,483,350,483,363,509,363,509,350
2447,1052,2,0,1100,634,342,25,44,634,342,634,386,659,386,659,342
2448,1053,2,0,1500,673,343,30,50,673,343,673,393,703,393,703,343
2449,1054,1,0,392,524,346,28,14,524,346,524,360,552,360,552,346
2450,1054,2,0,1911,721,360,39,49,721,360,721,409,760,409,760,360
2451,1055,1,0,572,539,343,26,22,539,343,539,365,565,365,565,343
2452,1055,2,0,2970,790,360,45,66,790,360,790,426,835,426,835,360
2453,1056,2,0,6336,886,352,64,99,886,352,886,451,950,451,950,352
2454,1056,1,0,672,535,343,28,24,535,343,535,367,563,367,563,343
2455,1057,4,0,19600,1161,326,100,196,1161,326,1161,522,1261,522,1261,326
2456,1057,2,0,22720,1138,392,142,160,1138,392,1138,552,1280,552,1280,392
2457,1057,1,0,570,533,347,30,19,533,347,533,366,563,366,563,347
2458,1058,1,0,576,526,343,32,18,526,343,526,361,558,361,558,343
2459,1059,1,0,627,515,344,33,19,515,344,515,363,548,363,548,344
2460,1060,1,0,522,512,345,29,18,512,345,512,363,541,363,541,345
2461,1061,1,0,620,504,348,31,20,504,348,504,368,535,368,535,348
2462,1062,1,0,648,493,347,36,18,493,347,493,365,529,365,529,347
2463,1063,1,0,756,486,343,36,21,486,343,486,364,522,364,522,343
2464,1064,1,0,1025,481,344,41,25,481,344,481,369,522,369,522,344
2465,1065,1,0,1080,487,343,40,27,487,343,487,370,527,370,527,343
2466,1066,1,0,1075,490,342,43,25,490,342,490,367,533,367,533,342
2467,1067,1,0,1014,499,340,39,26,499,340,499,366,538,366,538,340
2468,1068,1,0,1470,504,342,49,30,504,342,504,372,553,372,553,342
2469,1069,1,0,1716,514,343,52,33,514,343,514,376,566,376,566,343
2470,1070,1,0,1800,524,340,50,36,524,340,524,376,574,376,574,340
2471,1071,1,0,1881,526,348,57,33,526,348,526,381,583,381,583,348
2472,1072,1,0,2072,534,345,56,37,534,345,534,382,590,382,590,345
2473,1073,1,0,2494,541,342,58,43,541,342,541,385,599,385,599,342
2474,1074,1,0,2881,543,339,67,43,543,339,543,382,610,382,610,339
2475,1075,1,0,3337,552,339,71,47,552,339,552,386,623,386,623,339
2476,1076,2,0,2550,1108,369,51,50,1108,369,1108,419,1159,419,1159,369
2477,1076,4,0,2808,1114,341,39,72,1114,341,1114,413,1153,413,1153,341
2478,1076,1,0,10530,1150,325,130,81,1150,325,1150,406,1280,406,1280,325
2479,1076,2,0,1944,1238,365,36,54,1238,365,1238,419,1274,419,1274,365
2480,1077,1,0,4028,562,335,76,53,562,335,562,388,638,388,638,335
2481,1078,1,0,4750,563,338,95,50,563,338,563,388,658,388,658,338
2482,1079,1,0,6175,582,336,95,65,582,336,582,401,677,401,677,336
2483,1080,1,0,7313,609,333,103,71,609,333,609,404,712,404,712,333
2484,1081,1,0,10087,644,338,131,77,644,338,644,415,775,415,775,338
2485,1082,1,0,14076,683,332,153,92,683,332,683,424,836,424,836,332
2486,1083,1,0,19822,734,329,187,106,734,329,734,435,921,435,921,329
2487,1084,1,0,33456,805,313,246,136,805,313,805,449,1051,449,1051,313
2488,1084,2,0,3120,215,364,48,65,215,364,215,429,263,429,263,364
2489,1084,2,0,1116,448,350,31,36,448,350,448,386,479,386,479,350
2490,1085,1,0,64974,900,308,357,182,900,308,900,490,1257,490,1257,308
2491,1085,2,0,1008,502,355,28,36,502,355,502,391,530,391,530,355
2492,1085,2,0,3300,203,386,55,60,203,386,203,446,258,446,258,386
2493,1086,1,0,50953,1035,290,251,203,1035,290,1035,493,1286,493,1286,290
2494,1086,2,0,1260,549,347,28,45,549,347,549,392,577,392,577,347
2495,1086,2,0,6097,167,364,67,91,167,364,167,455,234,455,234,364
2496,1087,2,0,3245,989,361,55,59,989,361,989,420,1044,420,1044,361
2497,1087,2,0,2356,1110,364,38,62,1110,364,1110,426,1148,426,1148,364
2498,1088,4,0,8142,142,338,59,138,142,338,142,476,201,476,201,338
2499,1088,2,0,4675,131,400,55,85,131,400,131,485,186,485,186,400
2500,1088,2,0,2457,603,350,39,63,603,350,603,413,642,413,642,350
2501,1089,2,0,2010,697,359,30,67,697,359,697,426,727,426,727,359
2502,1089,2,0,7020,40,417,78,90,40,417,40,507,118,507,118,417
2503,1089,4,0,12600,65,328,72,175,65,328,65,503,137,503,137,328
2504,1089,4,0,3420,678,322,38,90,678,322,678,412,716,412,716,322
2505,1090,2,0,11224,830,370,92,122,830,370,830,492,922,492,922,370
2506,1090,4,0,8700,834,311,50,174,834,311,834,485,884,485,884,311
2507,1091,1,0,4148,481,302,61,68,481,302,481,370,542,370,542,302
2508,1092,1,0,12915,1175,287,105,123,1175,287,1175,410,1280,410,1280,287
2509,1092,2,0,4437,1112,368,87,51,1112,368,1112,419,1199,419,1199,368
2510,1092,2,0,2867,986,366,47,61,986,366,986,427,1033,427,1033,366
2511,1092,2,0,3250,886,365,50,65,886,365,886,430,936,430,936,365
2512,1093,1,0,5520,525,301,69,80,525,301,525,381,594,381,594,301
2513,1094,1,0,8084,567,297,86,94,567,297,567,391,653,391,653,297
2514,1094,2,0,780,540,328,20,39,540,328,540,367,560,367,560,328
2515,1095,2,0,1008,576,332,24,42,576,332,576,374,600,374,600,332
2516,1095,1,0,13221,616,293,113,117,616,293,616,410,729,410,729,293
2517,1096,1,0,22946,671,282,154,149,671,282,671,431,825,431,825,282
2518,1096,2,0,1666,603,331,34,49,603,331,603,380,637,380,637,331
2519,1097,1,0,65009,755,230,259,251,755,230,755,481,1014,481,1014,230
2520,1097,2,0,1960,651,335,35,56,651,335,651,391,686,391,686,335
2521,1098,1,0,210542,943,120,398,529,943,120,943,649,1341,649,1341,120
2522,1098,2,0,3724,713,338,49,76,713,338,713,414,762,414,762,338
2523,1099,2,0,6745,825,360,71,95,825,360,825,455,896,455,896,360
2524,1099,4,0,6016,834,318,47,128,834,318,834,446,881,446,881,318
2525,1100,2,0,42016,1078,362,202,208,1078,362,1078,570,1280,570,1280,362
2526,1100,4,0,18662,1111,291,86,217,1111,291,1111,508,1197,508,1197,291
2527,1101,2,0,1204,606,350,28,43,606,350,606,393,634,393,634,350
2528,1102,2,0,1848,634,356,33,56,634,356,634,412,667,412,667,356
2529,1103,4,0,2484,784,356,36,69,784,356,784,425,820,425,820,356
2530,1103,1,0,37180,880,287,286,130,880,287,880,417,1166,417,1166,287
2531,1103,2,0,2640,779,380,55,48,779,380,779,428,834,428,834,380
2532,1103,2,0,1462,884,383,34,43,884,383,884,426,918,426,918,383
2533,1104,2,0,2898,673,355,42,69,673,355,673,424,715,424,715,355
2534,1105,2,0,7134,737,342,58,123,737,342,737,465,795,465,795,342
2535,1106,2,0,30900,898,368,150,206,898,368,898,574,1048,574,1048,368
2536,1107,2,0,2394,770,365,38,63,770,365,770,428,808,428,808,365
2537,1107,4,0,2592,699,355,36,72,699,355,699,427,735,427,735,355
2538,1107,4,0,1166,959,349,22,53,959,349,959,402,981,402,981,349
2539,1107,2,0,2706,942,368,66,41,942,368,942,409,1008,409,1008,368
2540,1107,1,0,9048,1147,317,104,87,1147,317,1147,404,1251,404,1251,317
2541,1107,1,0,3886,1221,347,58,67,1221,347,1221,414,1279,414,1279,347
2542,1107,1,0,27376,635,295,232,118,635,295,635,413,867,413,867,295
2543,1107,2,0,2880,643,369,60,48,643,369,643,417,703,417,703,369
2544,1107,4,0,2418,650,353,39,62,650,353,650,415,689,415,689,353
2545,1108,4,0,2368,626,357,37,64,626,357,626,421,663,421,663,357
2546,1108,2,0,2750,664,377,55,50,664,377,664,427,719,427,719,377
2547,1108,1,0,14960,918,334,187,80,918,334,918,414,1105,414,1105,334
2548,1108,1,0,7452,1080,311,81,92,1080,311,1080,403,1161,403,1161,311
2549,1108,4,0,2015,672,351,31,65,672,351,672,416,703,416,703,351
2550,1108,2,0,2392,612,383,52,46,612,383,612,429,664,429,664,383
2551,1109,1,0,19594,207,390,194,101,207,390,207,491,401,491,401,390
2552,1110,1,0,24080,155,392,215,112,155,392,155,504,370,504,370,392
2553,1111,1,0,31185,81,400,231,135,81,400,81,535,312,535,312,400
2554,1112,2,0,6890,1022,367,65,106,1022,367,1022,473,1087,473,1087,367
2555,1112,1,0,40411,0,400,251,161,0,400,0,561,251,561,251,400
2556,1113,2,0,19040,1159,374,119,160,1159,374,1159,534,1278,534,1278,374
2557,1114,4,0,5616,387,334,39,144,387,334,387,478,426,478,426,334
2558,1115,4,0,3990,561,354,57,70,561,354,561,424,618,424,618,354
2559,1115,1,0,11753,679,337,161,73,679,337,679,410,840,410,840,337
2560,1115,1,0,10272,983,304,107,96,983,304,983,400,1090,400,1090,304
2561,1115,2,0,3948,548,376,84,47,548,376,548,423,632,423,632,376
2562,1116,4,0,7068,415,306,57,124,415,306,415,430,472,430,472,306
2563,1116,2,0,7420,412,345,70,106,412,345,412,451,482,451,482,345
2564,1116,4,0,11840,296,320,64,185,296,320,296,505,360,505,360,320
2565,1117,4,0,8479,336,304,61,139,336,304,336,443,397,443,397,304
2566,1117,2,0,10920,323,340,84,130,323,340,323,470,407,470,407,340
2567,1117,4,0,20124,156,305,86,234,156,305,156,539,242,539,242,305
2568,1118,2,0,20700,235,292,100,207,235,292,235,499,335,499,335,292
2569,1118,2,0,22188,213,341,129,172,213,341,213,513,342,513,342,341
2570,1118,4,0,15052,136,310,71,212,136,310,136,522,207,522,207,310
2571,1119,4,0,29358,76,296,126,233,76,296,76,529,202,529,202,296
2572,1119,2,0,33015,61,369,155,213,61,369,61,582,216,582,216,369
2573,1120,1,0,1804,551,300,41,44,551,300,551,344,592,344,592,300
2574,1121,1,0,2279,568,302,43,53,568,302,568,355,611,355,611,302
2575,1122,1,0,2756,575,305,52,53,575,305,575,358,627,358,627,305
2576,1123,1,0,11323,441,337,169,67,441,337,441,404,610,404,610,337
2577,1123,2,0,4183,948,357,89,47,948,357,948,404,1037,404,1037,357
2578,1123,1,0,8748,926,300,108,81,926,300,926,381,1034,381,1034,300
2579,1123,2,0,5402,467,360,74,73,467,360,467,433,541,433,541,360
2580,1124,1,0,3510,588,306,54,65,588,306,588,371,642,371,642,306
2581,1125,1,0,4092,606,313,62,66,606,313,606,379,668,379,668,313
2582,1126,1,0,5550,617,314,75,74,617,314,617,388,692,388,692,314
2583,1127,1,0,8170,634,299,86,95,634,299,634,394,720,394,720,299
2584,1128,1,0,13108,651,299,113,116,651,299,651,415,764,415,764,299
2585,1129,1,0,24138,694,274,162,149,694,274,694,423,856,423,856,274
2586,1130,1,0,57088,772,247,256,223,772,247,772,470,1028,470,1028,247
2587,1131,1,0,237600,898,112,440,540,898,112,898,652,1338,652,1338,112
2588,1132,4,0,3408,426,345,48,71,426,345,426,416,474,416,474,345
2589,1132,4,0,1584,784,331,33,48,784,331,784,379,817,379,817,331
2590,1132,2,0,4700,746,354,94,50,746,354,746,404,840,404,840,354
2591,1132,2,0,3136,432,363,56,56,432,363,432,419,488,419,488,363
2592,1132,2,0,2925,365,363,65,45,365,363,365,408,430,408,430,363
2593,1132,4,0,2370,383,333,30,79,383,333,383,412,413,412,413,333
2594,1132,1,0,10185,882,295,105,97,882,295,882,392,987,392,987,295
2595,1133,2,0,2664,757,359,37,72,757,359,757,431,794,431,794,359
2596,1134,2,0,10476,835,376,108,97,835,376,835,473,943,473,943,376
2597,1134,1,0,21808,994,319,188,116,994,319,994,435,1182,435,1182,319
2598,1135,2,0,1530,902,378,30,51,902,378,902,429,932,429,932,378
2599,1135,4,0,16046,1145,298,71,226,1145,298,1145,524,1216,524,1216,298
2600,1135,2,0,32470,1110,379,170,191,1110,379,1110,570,1280,570,1280,379
2601,1136,2,0,5310,958,360,59,90,958,360,958,450,1017,450,1017,360
2602,1137,2,0,7800,1046,364,78,100,1046,364,1046,464,1124,464,1124,364
2603,1138,2,0,11445,1164,381,109,105,1164,381,1164,486,1273,486,1273,381
2604,1139,2,0,4350,551,350,87,50,551,350,551,400,638,400,638,350
2605,1139,2,0,4489,383,358,67,67,383,358,383,425,450,425,450,358
2606,1139,4,0,2890,393,333,34,85,393,333,393,418,427,418,427,333
2607,1139,4,0,1647,587,327,27,61,587,327,587,388,614,388,614,327
2608,1139,1,0,10176,847,290,106,96,847,290,847,386,953,386,953,290
2609,1140,4,0,2835,1033,364,35,81,1033,364,1033,445,1068,445,1068,364
2610,1141,4,0,4750,1119,368,50,95,1119,368,1119,463,1169,463,1169,368
2611,1142,2,0,2856,875,367,51,56,875,367,875,423,926,423,926,367
2612,1142,2,0,6784,963,361,106,64,963,361,963,425,1069,425,1069,361
2613,1143,2,0,11088,1045,352,126,88,1045,352,1045,440,1171,440,1171,352
2614,1143,2,0,3960,938,373,66,60,938,373,938,433,1004,433,1004,373
2615,1144,2,0,6794,1017,365,86,79,1017,365,1017,444,1103,444,1103,365
2616,1144,2,0,11780,1156,357,124,95,1156,357,1156,452,1280,452,1280,357
2617,1145,2,0,10528,1127,368,112,94,1127,368,1127,462,1239,462,1239,368
2618,1146,4,0,5568,359,343,64,87,359,343,359,430,423,430,423,343
2619,1146,2,0,4347,354,371,69,63,354,371,354,434,423,434,423,371
2620,1146,1,0,42625,928,263,341,125,928,263,928,388,1269,388,1269,263
2621,1146,1,0,10976,826,292,112,98,826,292,826,390,938,390,938,292
2622,1147,4,0,6510,133,361,42,155,133,361,133,516,175,516,175,361
